backend,global_l2_mean,Tanh,Sin-Gauss,Gaussian,training_time_sec
pytorch,0.00507200139403376,0.0013903364294407272,0.00977740739984109,0.004048260352819465,5329.206856788835
jax,1.6688409546497132,1.2364197537945183,2.6393720553337814,1.1307310548208391,349.128687286051
